Depth (m),del18O,Age (yrs BP),temperature
1978.35,-39.34,23109.0,-38.27
1978.9,-39.61,23130.0,-38.67
1979.45,-40.42,23151.0,-39.88
1980.0,-40.92,23176.0,-40.63
1980.55,-41.56,23204.0,-41.58
1981.1,-41.84,23235.0,-42.0
1981.65,-40.7,23268.0,-40.3
1982.2,-41.72,23295.0,-41.82
1982.75,-41.76,23327.0,-41.88
1983.3,-41.16,23360.0,-40.99
1983.85,-42.02,23389.0,-42.27
1984.4,-40.07,23424.0,-39.36
1984.95,-41.1,23448.0,-40.9
1985.5,-41.96,23476.0,-42.18
1986.05,-40.73,23511.0,-40.34
1986.6,-42.63,23538.0,-43.18
1987.15,-42.16,23578.0,-42.48
1987.7,-42.66,23614.0,-43.22
1988.25,-42.47,23655.0,-42.94
1988.8,-43.56,23693.0,-44.57
1989.35,-41.31,23744.0,-41.21
1989.9,-42.56,23774.0,-43.07
1990.45,-41.54,23814.0,-41.55
1991.0,-40.74,23846.0,-40.36
1991.55,-42.02,23873.0,-42.27
1992.1,-41.16,23908.0,-40.99
1992.65,-41.32,23938.0,-41.22
1993.2,-41.6,23968.0,-41.64
1993.75,-41.07,24000.0,-40.85
1994.3,-40.43,24029.0,-39.9
1994.85,-41.66,24055.0,-41.73
1995.4,-41.32,24088.0,-41.22
1995.95,-40.06,24118.0,-39.34
1996.5,-40.59,24142.0,-40.13
1997.05,-40.76,24168.0,-40.39
1997.6,-41.65,24196.0,-41.72
1998.15,-40.78,24229.0,-40.42
1998.7,-40.02,24256.0,-39.28
1999.25,-40.8,24280.0,-40.45
1999.8,-42.41,24308.0,-42.85
2000.35,-41.91,24347.0,-42.1
2000.9,-41.09,24382.0,-40.88
2001.45,-40.72,24411.0,-40.33
2002.0,-42.12,24439.0,-42.42
2002.55,-41.37,24475.0,-41.3
2003.1,-41.48,24507.0,-41.46
2003.65,-40.08,24539.0,-39.37
2004.2,-40.54,24563.0,-40.06
2004.75,-42.75,24589.0,-43.36
2005.3,-41.16,24632.0,-40.99
2005.85,-41.09,24662.0,-40.88
2006.4,-41.31,24692.0,-41.21
2006.95,-41.42,24723.0,-41.37
2007.5,-41.1,24755.0,-40.9
2008.05,-40.28,24784.0,-39.67
2008.6,-42.77,24810.0,-43.39
2009.15,-40.09,24853.0,-39.39
2009.7,-40.62,24878.0,-40.18
2010.25,-42.13,24905.0,-42.43
2010.8,-41.8,24942.0,-41.94
2011.35,-40.27,24977.0,-39.66
2011.9,-39.91,25002.0,-39.12
2012.45,-40.41,25026.0,-39.87
2013.0,-40.19,25052.0,-39.54
2013.55,-41.95,25078.0,-42.16
2014.1,-42.22,25114.0,-42.57
2014.65,-40.41,25152.0,-39.87
2015.2,-41.59,25178.0,-41.63
2015.75,-42.09,25212.0,-42.37
2016.3,-41.78,25249.0,-41.91
2016.85,-39.77,25284.0,-38.91
2017.4,-40.93,25307.0,-40.64
2017.95,-39.2,25337.0,-38.06
2018.5,-37.27,25358.0,-35.18
2019.05,-38.88,25374.0,-37.58
2019.6,-38.48,25395.0,-36.99
2020.15,-37.8,25414.0,-35.97
2020.7,-37.86,25431.0,-36.06
2021.25,-38.89,25449.0,-37.6
2021.8,-38.38,25469.0,-36.84
2022.35,-38.41,25488.0,-36.88
2022.9,-37.34,25508.0,-35.28
2023.45,-37.13,25524.0,-34.97
2024.0,-36.61,25540.0,-34.19
2024.55,-37.12,25555.0,-34.96
2025.1,-39.81,25571.0,-38.97
2025.65,-40.79,25595.0,-40.43
2026.2,-41.12,25624.0,-40.93
2026.75,-41.45,25655.0,-41.42
2027.3,-40.09,25688.0,-39.39
2027.85,-41.57,25714.0,-41.6
2028.4,-41.23,25748.0,-41.09
2028.95,-42.4,25779.0,-42.84
2029.5,-41.65,25820.0,-41.72
2030.05,-42.95,25855.0,-43.66
2030.6,-40.45,25902.0,-39.93
2031.15,-41.9,25929.0,-42.09
2031.7,-41.59,25966.0,-41.63
2032.25,-41.63,26000.0,-41.69
2032.8,-40.5,26035.0,-40.0
2033.35,-40.89,26062.0,-40.58
2033.9,-41.6,26092.0,-41.64
2034.45,-42.07,26127.0,-42.34
2035.0,-42.09,26165.0,-42.37
2035.55,-41.94,26203.0,-42.15
2036.1,-40.98,26241.0,-40.72
2036.65,-41.48,26271.0,-41.46
2037.2,-41.46,26305.0,-41.43
2037.75,-38.57,26339.0,-37.12
2038.3,-38.51,26359.0,-37.03
2038.85,-39.81,26379.0,-38.97
2039.4,-37.61,26403.0,-35.69
2039.95,-37.77,26421.0,-35.93
2040.5,-38.37,26439.0,-36.82
2041.05,-37.83,26459.0,-36.01
2041.6,-38.89,26477.0,-37.6
2042.15,-37.42,26498.0,-35.4
2042.7,-37.4,26515.0,-35.37
2043.25,-38.16,26532.0,-36.51
2043.8,-38.36,26551.0,-36.81
2044.35,-37.85,26571.0,-36.04
2044.9,-37.47,26589.0,-35.48
2045.45,-38.53,26607.0,-37.06
2046.0,-40.73,26627.0,-40.34
2046.55,-41.83,26656.0,-41.99
2047.1,-41.5,26694.0,-41.49
2047.65,-41.96,26728.0,-42.18
2048.2,-40.95,26766.0,-40.67
2048.75,-40.6,26797.0,-40.15
2049.3,-42.0,26826.0,-42.24
2049.85,-41.17,26865.0,-41.0
2050.4,-40.99,26898.0,-40.73
2050.95,-39.85,26929.0,-39.03
2051.5,-42.53,26954.0,-43.03
2052.05,-41.64,26998.0,-41.7
2052.6,-41.21,27034.0,-41.06
2053.15,-43.0,27067.0,-43.73
2053.7,-41.49,27116.0,-41.48
2054.25,-41.51,27151.0,-41.51
2054.8,-42.27,27186.0,-42.64
2055.35,-40.32,27227.0,-39.73
2055.9,-42.9,27255.0,-43.58
2056.45,-42.15,27303.0,-42.46
2057.0,-42.58,27344.0,-43.1
2057.55,-43.06,27389.0,-43.82
2058.1,-41.28,27439.0,-41.16
2058.65,-42.34,27473.0,-42.75
2059.2,-43.66,27515.0,-44.72
2059.75,-41.34,27574.0,-41.25
2060.3,-42.56,27608.0,-43.07
2060.85,-40.82,27653.0,-40.48
2061.4,-41.85,27683.0,-42.01
2061.95,-41.49,27722.0,-41.48
2062.5,-42.11,27757.0,-42.4
2063.05,-43.25,27798.0,-44.1
2063.6,-42.44,27851.0,-42.9
2064.15,-41.72,27895.0,-41.82
2064.7,-41.58,27932.0,-41.61
2065.25,-42.07,27968.0,-42.34
2065.8,-41.35,28009.0,-41.27
2066.35,-42.49,28043.0,-42.97
2066.9,-42.06,28088.0,-42.33
2067.45,-41.24,28128.0,-41.1
2068.0,-40.36,28162.0,-39.79
2068.55,-40.24,28191.0,-39.61
2069.1,-40.51,28219.0,-40.01
2069.65,-39.69,28248.0,-38.79
2070.2,-41.61,28274.0,-41.66
2070.75,-42.46,28311.0,-42.93
2071.3,-40.89,28355.0,-40.58
2071.85,-41.8,28387.0,-41.94
2072.4,-42.27,28426.0,-42.64
2072.95,-42.36,28468.0,-42.78
2073.5,-42.24,28512.0,-42.6
2074.05,-41.78,28555.0,-41.91
2074.6,-40.78,28593.0,-40.42
2075.15,-42.18,28625.0,-42.51
2075.7,-42.27,28667.0,-42.64
2076.25,-41.3,28710.0,-41.19
2076.8,-40.52,28745.0,-40.03
2077.35,-42.48,28775.0,-42.96
2077.9,-41.7,28820.0,-41.79
2078.45,-42.47,28858.0,-42.94
2079.0,-41.23,28903.0,-41.09
2079.55,-41.63,28938.0,-41.69
2080.1,-42.0,28976.0,-42.24
2080.65,-42.25,29016.0,-42.61
2081.2,-42.62,29060.0,-43.16
2081.75,-42.38,29107.0,-42.81
2082.3,-42.83,29151.0,-43.48
2082.85,-41.69,29201.0,-41.78
2083.4,-41.68,29239.0,-41.76
2083.95,-42.0,29278.0,-42.24
2084.5,-40.4,29319.0,-39.85
2085.05,-42.18,29348.0,-42.51
2085.6,-41.19,29391.0,-41.03
2086.15,-41.63,29426.0,-41.69
2086.7,-40.62,29464.0,-40.18
2087.25,-40.65,29495.0,-40.22
2087.8,-40.64,29526.0,-40.21
2088.35,-40.15,29558.0,-39.48
2088.9,-40.77,29586.0,-40.4
2089.45,-40.57,29618.0,-40.1
2090.0,-39.36,29649.0,-38.3
2090.55,-38.63,29674.0,-37.21
2091.1,-39.12,29696.0,-37.94
2091.65,-39.05,29720.0,-37.84
2092.2,-38.76,29744.0,-37.4
2092.75,-38.61,29767.0,-37.18
2093.3,-38.52,29789.0,-37.04
2093.85,-38.94,29811.0,-37.67
2094.4,-38.98,29834.0,-37.73
2094.95,-38.41,29858.0,-36.88
2095.5,-38.86,29879.0,-37.55
2096.05,-38.6,29903.0,-37.16
2096.6,-38.5,29925.0,-37.01
2097.15,-38.53,29947.0,-37.06
2097.7,-37.77,29969.0,-35.93
2098.25,-39.19,29989.0,-38.04
2098.8,-40.88,30013.0,-40.57
2099.35,-41.83,30047.0,-41.99
2099.9,-40.74,30087.0,-40.36
2100.45,-41.02,30120.0,-40.78
2101.0,-41.88,30154.0,-42.06
2101.55,-41.3,30196.0,-41.19
2102.1,-41.68,30232.0,-41.76
2102.65,-41.52,30272.0,-41.52
2103.2,-41.18,30310.0,-41.01
2103.75,-42.24,30346.0,-42.6
2104.3,-42.1,30391.0,-42.39
2104.85,-41.83,30434.0,-41.99
2105.4,-41.58,30476.0,-41.61
2105.95,-43.35,30515.0,-44.25
2106.5,-42.63,30573.0,-43.18
2107.05,-41.86,30623.0,-42.03
2107.6,-40.57,30664.0,-40.1
2108.15,-41.42,30696.0,-41.37
2108.7,-42.22,30734.0,-42.57
2109.25,-40.89,30779.0,-40.58
2109.8,-41.16,30813.0,-40.99
2110.35,-40.43,30849.0,-39.9
2110.9,-39.61,30881.0,-38.67
2111.45,-39.54,30908.0,-38.57
2112.0,-39.21,30934.0,-38.07
2112.55,-39.52,30960.0,-38.54
2113.1,-38.91,30986.0,-37.63
2113.65,-38.41,31010.0,-36.88
2114.2,-39.2,31033.0,-38.06
2114.75,-38.97,31058.0,-37.72
2115.3,-39.4,31083.0,-38.36
2115.85,-38.88,31109.0,-37.58
2116.4,-38.21,31133.0,-36.58
2116.95,-37.38,31155.0,-35.34
2117.5,-37.59,31174.0,-35.66
2118.05,-38.74,31194.0,-37.37
2118.6,-40.51,31218.0,-40.01
2119.15,-41.8,31250.0,-41.94
2119.7,-41.19,31292.0,-41.03
2120.25,-41.46,31329.0,-41.43
2120.8,-41.79,31368.0,-41.93
2121.35,-41.2,31410.0,-41.04
2121.9,-40.52,31447.0,-40.03
2122.45,-41.37,31480.0,-41.3
2123.0,-40.04,31518.0,-39.31
2123.55,-41.22,31548.0,-41.07
2124.1,-41.83,31585.0,-41.99
2124.65,-41.55,31628.0,-41.57
2125.2,-40.81,31668.0,-40.46
2125.75,-41.22,31703.0,-41.07
2126.3,-41.13,31740.0,-40.94
2126.85,-41.78,31777.0,-41.91
2127.4,-41.38,31819.0,-41.31
2127.95,-40.78,31858.0,-40.42
2128.5,-41.52,31893.0,-41.52
2129.05,-40.42,31933.0,-39.88
2129.6,-41.85,31965.0,-42.01
2130.15,-40.7,32009.0,-40.3
2130.7,-41.79,32043.0,-41.93
2131.25,-41.21,32085.0,-41.06
2131.8,-39.23,32123.0,-38.1
2132.35,-40.02,32150.0,-39.28
2132.9,-38.61,32180.0,-37.18
2133.45,-39.35,32204.0,-38.28
2134.0,-39.48,32231.0,-38.48
2134.55,-39.79,32258.0,-38.94
2135.1,-39.84,32287.0,-39.01
2135.65,-40.27,32316.0,-39.66
2136.2,-39.91,32348.0,-39.12
2136.75,-39.39,32378.0,-38.34
2137.3,-39.06,32405.0,-37.85
2137.85,-39.37,32431.0,-38.31
2138.4,-38.04,32458.0,-36.33
2138.95,-38.02,32481.0,-36.3
2139.5,-38.89,32503.0,-37.6
2140.05,-38.56,32528.0,-37.1
2140.6,-38.12,32552.0,-36.45
2141.15,-37.54,32575.0,-35.58
2141.7,-38.66,32595.0,-37.25
2142.25,-37.45,32620.0,-35.45
2142.8,-38.64,32641.0,-37.22
2143.35,-38.34,32665.0,-36.78
2143.9,-38.62,32688.0,-37.19
2144.45,-38.5,32713.0,-37.01
2145.0,-37.53,32737.0,-35.57
2145.55,-37.4,32758.0,-35.37
2146.1,-39.01,32779.0,-37.78
2146.65,-37.16,32805.0,-35.01
2147.2,-37.69,32825.0,-35.81
2147.75,-38.45,32846.0,-36.94
2148.3,-38.88,32870.0,-37.58
2148.85,-39.65,32896.0,-38.73
2149.4,-41.57,32925.0,-41.6
2149.95,-41.94,32967.0,-42.15
2150.5,-41.02,33013.0,-40.78
2151.05,-40.7,33051.0,-40.3
2151.6,-41.42,33086.0,-41.37
2152.15,-41.01,33127.0,-40.76
2152.7,-41.15,33165.0,-40.97
2153.25,-41.5,33204.0,-41.49
2153.8,-41.49,33246.0,-41.48
2154.35,-42.02,33288.0,-42.27
2154.9,-43.62,33335.0,-44.66
2155.45,-41.67,33404.0,-41.75
2156.0,-41.4,33447.0,-41.34
2156.55,-40.7,33489.0,-40.3
2157.1,-41.08,33525.0,-40.87
2157.65,-41.53,33563.0,-41.54
2158.2,-41.04,33606.0,-40.81
2158.75,-42.3,33644.0,-42.69
2159.3,-41.45,33695.0,-41.42
2159.85,-42.0,33737.0,-42.24
2160.4,-41.5,33784.0,-41.49
2160.95,-40.65,33826.0,-40.22
2161.5,-41.46,33862.0,-41.43
2162.05,-41.03,33904.0,-40.79
2162.6,-40.42,33943.0,-39.88
2163.15,-39.89,33977.0,-39.09
2163.7,-39.18,34009.0,-38.03
2164.25,-40.08,34036.0,-39.37
2164.8,-38.59,34069.0,-37.15
2165.35,-38.61,34094.0,-37.18
2165.9,-39.25,34119.0,-38.13
2166.45,-38.93,34148.0,-37.66
2167.0,-39.23,34174.0,-38.1
2167.55,-40.34,34202.0,-39.76
2168.1,-40.25,34237.0,-39.63
2168.65,-40.55,34270.0,-40.07
2169.2,-38.95,34306.0,-37.69
2169.75,-39.27,34333.0,-38.16
2170.3,-40.34,34361.0,-39.76
2170.85,-39.68,34396.0,-38.78
2171.4,-39.31,34426.0,-38.22
2171.95,-39.55,34455.0,-38.58
2172.5,-38.92,34485.0,-37.64
2173.05,-39.23,34512.0,-38.1
2173.6,-38.17,34540.0,-36.52
2174.15,-38.77,34564.0,-37.42
2174.7,-38.82,34591.0,-37.49
2175.25,-38.18,34618.0,-36.54
2175.8,-39.25,34642.0,-38.13
2176.35,-37.31,34671.0,-35.24
2176.9,-38.75,34692.0,-37.39
2177.45,-38.84,34719.0,-37.52
2178.0,-38.74,34746.0,-37.37
2178.55,-38.78,34772.0,-37.43
2179.1,-38.62,34799.0,-37.19
2179.65,-38.65,34825.0,-37.24
2180.2,-38.16,34852.0,-36.51
2180.75,-38.45,34876.0,-36.94
2181.3,-37.99,34902.0,-36.25
2181.85,-38.01,34926.0,-36.28
2182.4,-37.72,34950.0,-35.85
2182.95,-39.13,34973.0,-37.96
2183.5,-38.25,35001.0,-36.64
2184.05,-37.86,35026.0,-36.06
2184.6,-38.12,35050.0,-36.45
2185.15,-38.15,35074.0,-36.49
2185.7,-38.64,35099.0,-37.22
2186.25,-38.43,35126.0,-36.91
2186.8,-39.25,35151.0,-38.13
2187.35,-37.59,35181.0,-35.66
2187.9,-37.47,35204.0,-35.48
2188.45,-38.1,35226.0,-36.42
2189.0,-37.48,35251.0,-35.49
2189.55,-37.37,35274.0,-35.33
2190.1,-38.25,35296.0,-36.64
2190.65,-37.66,35321.0,-35.76
2191.2,-38.01,35345.0,-36.28
2191.75,-37.72,35369.0,-35.85
2192.3,-37.6,35393.0,-35.67
2192.85,-38.07,35416.0,-36.37
2193.4,-37.82,35441.0,-36.0
2193.95,-38.2,35465.0,-36.57
2194.5,-37.22,35490.0,-35.1
2195.05,-37.72,35512.0,-35.85
2195.6,-37.07,35536.0,-34.88
2196.15,-37.76,35558.0,-35.91
2196.7,-36.92,35582.0,-34.66
2197.25,-36.79,35603.0,-34.46
2197.8,-37.4,35625.0,-35.37
2198.35,-36.36,35648.0,-33.82
2198.9,-37.95,35668.0,-36.19
2199.45,-37.56,35692.0,-35.61
2200.0,-39.81,35716.0,-38.97
2200.55,-40.58,35749.0,-40.12
2201.1,-40.15,35787.0,-39.48
2201.65,-40.42,35822.0,-39.88
2202.2,-40.66,35859.0,-40.24
2202.75,-40.62,35898.0,-40.18
2203.3,-41.6,35937.0,-41.64
2203.85,-41.11,35984.0,-40.91
2204.4,-40.92,36027.0,-40.63
2204.95,-42.46,36068.0,-42.93
2205.5,-40.47,36125.0,-39.96
2206.05,-42.74,36163.0,-43.34
2206.6,-42.1,36224.0,-42.39
2207.15,-41.81,36277.0,-41.96
2207.7,-41.82,36327.0,-41.97
2208.25,-41.87,36377.0,-42.04
2208.8,-41.91,36427.0,-42.1
2209.35,-40.92,36478.0,-40.63
2209.9,-41.52,36520.0,-41.52
2210.45,-41.67,36567.0,-41.75
2211.0,-41.7,36615.0,-41.79
2211.55,-42.57,36664.0,-43.09
2212.1,-41.36,36724.0,-41.28
2212.65,-41.44,36770.0,-41.4
2213.2,-41.24,36816.0,-41.1
2213.75,-42.83,36861.0,-43.48
2214.3,-42.42,36924.0,-42.87
2214.85,-41.86,36982.0,-42.03
2215.4,-42.71,37033.0,-43.3
2215.95,-41.3,37095.0,-41.19
2216.5,-40.86,37141.0,-40.54
2217.05,-41.47,37182.0,-41.45
2217.6,-41.14,37230.0,-40.96
2218.15,-41.54,37274.0,-41.55
2218.7,-41.57,37322.0,-41.6
2219.25,-41.65,37370.0,-41.72
2219.8,-40.79,37419.0,-40.43
2220.35,-40.37,37461.0,-39.81
2220.9,-39.54,37499.0,-38.57
2221.45,-40.17,37532.0,-39.51
2222.0,-39.35,37568.0,-38.28
2222.55,-37.7,37600.0,-35.82
2223.1,-40.27,37625.0,-39.66
2223.65,-40.93,37663.0,-40.64
2224.2,-41.7,37706.0,-41.79
2224.75,-40.13,37756.0,-39.45
2225.3,-40.46,37793.0,-39.94
2225.85,-40.97,37832.0,-40.7
2226.4,-40.62,37876.0,-40.18
2226.95,-40.99,37916.0,-40.73
2227.5,-40.45,37960.0,-39.93
2228.05,-40.91,37999.0,-40.61
2228.6,-41.73,38042.0,-41.84
2229.15,-42.27,38093.0,-42.64
2229.7,-39.81,38151.0,-38.97
2230.25,-42.05,38186.0,-42.31
2230.8,-41.75,38241.0,-41.87
2231.35,-40.92,38292.0,-40.63
2231.9,-39.6,38336.0,-38.66
2232.45,-40.61,38370.0,-40.16
2233.0,-40.36,38411.0,-39.79
2233.55,-40.23,38450.0,-39.6
2234.1,-39.37,38488.0,-38.31
2234.65,-39.12,38521.0,-37.94
2235.2,-38.54,38552.0,-37.07
2235.75,-39.1,38581.0,-37.91
2236.3,-39.15,38613.0,-37.99
2236.85,-39.5,38645.0,-38.51
2237.4,-39.12,38678.0,-37.94
2237.95,-38.72,38710.0,-37.34
2238.5,-39.28,38740.0,-38.18
2239.05,-38.98,38773.0,-37.73
2239.6,-37.99,38804.0,-36.25
2240.15,-38.31,38831.0,-36.73
2240.7,-38.28,38859.0,-36.69
2241.25,-38.11,38887.0,-36.43
2241.8,-37.46,38915.0,-35.46
2242.35,-37.82,38940.0,-36.0
2242.9,-38.8,38966.0,-37.46
2243.45,-40.33,38997.0,-39.75
2244.0,-39.99,39036.0,-39.24
2244.55,-40.85,39074.0,-40.52
2245.1,-40.97,39118.0,-40.7
2245.65,-42.09,39163.0,-42.37
2246.2,-40.64,39220.0,-40.21
2246.75,-41.66,39262.0,-41.73
2247.3,-40.88,39315.0,-40.57
2247.85,-42.33,39359.0,-42.73
2248.4,-42.21,39420.0,-42.55
2248.95,-40.76,39479.0,-40.39
2249.5,-41.51,39523.0,-41.51
2250.05,-42.52,39574.0,-43.01
2250.6,-41.78,39637.0,-41.91
2251.15,-40.14,39691.0,-39.46
2251.7,-41.14,39730.0,-40.96
2252.25,-39.49,39778.0,-38.49
2252.8,-38.58,39812.0,-37.13
2253.35,-39.91,39843.0,-39.12
2253.9,-39.98,39880.0,-39.22
2254.45,-39.72,39918.0,-38.84
2255.0,-40.22,39955.0,-39.58
2255.55,-40.23,39994.0,-39.6
2256.1,-38.79,40034.0,-37.45
2256.65,-40.11,40066.0,-39.42
2257.2,-39.46,40105.0,-38.45
2257.75,-39.96,40140.0,-39.19
2258.3,-38.43,40178.0,-36.91
2258.85,-38.7,40208.0,-37.31
2259.4,-38.09,40239.0,-36.4
2259.95,-39.01,40268.0,-37.78
2260.5,-38.59,40300.0,-37.15
2261.05,-38.52,40331.0,-37.04
2261.6,-38.38,40361.0,-36.84
2262.15,-38.68,40391.0,-37.28
2262.7,-38.57,40422.0,-37.12
2263.25,-38.87,40453.0,-37.57
2263.8,-37.76,40485.0,-35.91
2264.35,-37.37,40513.0,-35.33
2264.9,-37.71,40539.0,-35.84
2265.45,-37.06,40566.0,-34.87
2266.0,-38.6,40592.0,-37.16
2266.55,-38.05,40623.0,-36.34
2267.1,-37.82,40651.0,-36.0
2267.65,-37.93,40679.0,-36.16
2268.2,-38.65,40708.0,-37.24
2268.75,-38.87,40739.0,-37.57
2269.3,-37.76,40772.0,-35.91
2269.85,-38.35,40800.0,-36.79
2270.4,-39.98,40830.0,-39.22
2270.95,-40.86,40869.0,-40.54
2271.5,-41.56,40916.0,-41.58
2272.05,-42.25,40970.0,-42.61
2272.6,-42.46,41032.0,-42.93
2273.15,-41.67,41098.0,-41.75
2273.7,-42.04,41154.0,-42.3
2274.25,-42.06,41214.0,-42.33
2274.8,-41.89,41274.0,-42.07
2275.35,-40.99,41332.0,-40.73
2275.9,-40.78,41381.0,-40.42
2276.45,-41.71,41427.0,-41.81
2277.0,-41.49,41483.0,-41.48
2277.55,-41.18,41537.0,-41.01
2278.1,-41.96,41587.0,-42.18
2278.65,-41.35,41647.0,-41.27
2279.2,-40.8,41699.0,-40.45
2279.75,-41.31,41746.0,-41.21
2280.3,-40.82,41798.0,-40.48
2280.85,-39.84,41845.0,-39.01
2281.4,-39.34,41885.0,-38.27
2281.95,-39.2,41921.0,-38.06
2282.5,-38.79,41956.0,-37.45
2283.05,-38.23,41989.0,-36.61
2283.6,-39.19,42020.0,-38.04
2284.15,-39.85,42055.0,-39.03
2284.7,-39.57,42095.0,-38.61
2285.25,-40.2,42133.0,-39.55
2285.8,-39.62,42175.0,-38.69
2286.35,-39.69,42214.0,-38.79
2286.9,-39.69,42252.0,-38.79
2287.45,-39.52,42291.0,-38.54
2288.0,-39.35,42329.0,-38.28
2288.55,-38.78,42366.0,-37.43
2289.1,-39.64,42399.0,-38.72
2289.65,-39.97,42438.0,-39.21
2290.2,-39.88,42479.0,-39.07
2290.75,-39.59,42519.0,-38.64
2291.3,-38.57,42558.0,-37.12
2291.85,-39.1,42591.0,-37.91
2292.4,-39.2,42626.0,-38.06
2292.95,-39.01,42662.0,-37.78
2293.5,-39.46,42697.0,-38.45
2294.05,-38.89,42735.0,-37.6
2294.6,-39.43,42770.0,-38.4
2295.15,-39.49,42808.0,-38.49
2295.7,-39.21,42846.0,-38.07
2296.25,-38.89,42882.0,-37.6
2296.8,-38.4,42917.0,-36.87
2297.35,-37.98,42949.0,-36.24
2297.9,-38.11,42980.0,-36.43
2298.45,-38.1,43011.0,-36.42
2299.0,-38.29,43042.0,-36.7
2299.55,-38.16,43074.0,-36.51
2300.1,-37.46,43105.0,-35.46
2300.65,-38.44,43134.0,-36.93
2301.2,-37.53,43166.0,-35.57
2301.75,-38.29,43195.0,-36.7
2302.3,-38.56,43227.0,-37.1
2302.85,-37.7,43261.0,-35.82
2303.4,-38.8,43291.0,-37.46
2303.95,-37.81,43325.0,-35.99
2304.5,-37.54,43356.0,-35.58
2305.05,-37.94,43385.0,-36.18
2305.6,-37.71,43415.0,-35.84
2306.15,-37.65,43445.0,-35.75
2306.7,-38.24,43475.0,-36.63
2307.25,-37.68,43507.0,-35.79
2307.8,-37.29,43537.0,-35.21
2308.35,-37.03,43566.0,-34.82
2308.9,-37.45,43593.0,-35.45
2309.45,-37.8,43622.0,-35.97
2310.0,-36.91,43653.0,-34.64
2310.55,-37.79,43680.0,-35.96
2311.1,-36.77,43711.0,-34.43
2311.65,-37.46,43738.0,-35.46
2312.2,-37.44,43767.0,-35.43
2312.75,-37.72,43796.0,-35.85
2313.3,-36.96,43827.0,-34.72
2313.85,-36.83,43854.0,-34.52
2314.4,-37.26,43882.0,-35.16
2314.95,-37.52,43911.0,-35.55
2315.5,-37.8,43940.0,-35.97
2316.05,-37.27,43971.0,-35.18
2316.6,-36.12,44000.0,-33.46
2317.15,-37.25,44026.0,-35.15
2317.7,-37.47,44055.0,-35.48
2318.25,-37.85,44084.0,-36.04
2318.8,-37.39,44116.0,-35.36
2319.35,-37.07,44145.0,-34.88
2319.9,-36.95,44174.0,-34.7
2320.45,-36.47,44202.0,-33.99
2321.0,-36.59,44228.0,-34.16
2321.55,-36.63,44256.0,-34.22
2322.1,-36.47,44283.0,-33.99
2322.65,-36.25,44309.0,-33.66
2323.2,-36.15,44336.0,-33.51
2323.75,-37.41,44362.0,-35.39
2324.3,-40.7,44392.0,-40.3
2324.85,-40.74,44442.0,-40.36
2325.4,-40.72,44494.0,-40.33
2325.95,-41.43,44545.0,-41.39
2326.5,-41.21,44604.0,-41.06
2327.05,-41.17,44661.0,-41.0
2327.6,-40.85,44717.0,-40.52
2328.15,-41.22,44769.0,-41.07
2328.7,-40.52,44826.0,-40.03
2329.25,-39.98,44876.0,-39.22
2329.8,-40.72,44921.0,-40.33
2330.35,-40.71,44973.0,-40.31
2330.9,-40.23,45024.0,-39.6
2331.45,-42.02,45071.0,-42.27
2332.0,-39.91,45139.0,-39.12
2332.55,-41.68,45184.0,-41.76
2333.1,-40.98,45247.0,-40.72
2333.65,-41.09,45302.0,-40.88
2334.2,-41.6,45358.0,-41.64
2334.75,-42.01,45421.0,-42.25
2335.3,-40.89,45489.0,-40.58
2335.85,-41.42,45543.0,-41.37
2336.4,-41.21,45604.0,-41.06
2336.95,-41.42,45662.0,-41.37
2337.5,-40.57,45722.0,-40.1
2338.05,-40.42,45773.0,-39.88
2338.6,-41.17,45823.0,-41.0
2339.15,-39.92,45881.0,-39.13
2339.7,-39.04,45926.0,-37.82
2340.25,-38.86,45965.0,-37.55
2340.8,-39.75,46004.0,-38.88
2341.35,-41.06,46048.0,-40.84
2341.9,-39.37,46105.0,-38.31
2342.45,-39.44,46146.0,-38.42
2343.0,-39.93,46188.0,-39.15
2343.55,-38.79,46234.0,-37.45
2344.1,-38.32,46272.0,-36.75
2344.65,-39.27,46308.0,-38.16
2345.2,-38.17,46349.0,-36.52
2345.75,-38.51,46384.0,-37.03
2346.3,-38.47,46421.0,-36.97
2346.85,-38.8,46457.0,-37.46
2347.4,-40.11,46496.0,-39.42
2347.95,-38.59,46544.0,-37.15
2348.5,-38.39,46581.0,-36.85
2349.05,-38.01,46617.0,-36.28
2349.6,-38.01,46652.0,-36.28
2350.15,-38.31,46686.0,-36.73
2350.7,-40.35,46722.0,-39.78
2351.25,-41.55,46773.0,-41.57
2351.8,-40.32,46837.0,-39.73
2352.35,-39.85,46887.0,-39.03
2352.9,-40.41,46934.0,-39.87
2353.45,-39.92,46985.0,-39.13
2354.0,-39.38,47032.0,-38.33
2354.55,-40.13,47075.0,-39.45
2355.1,-38.56,47124.0,-37.1
2355.65,-39.32,47162.0,-38.24
2356.2,-39.2,47204.0,-38.06
2356.75,-39.16,47246.0,-38.0
2357.3,-39.38,47288.0,-38.33
2357.85,-40.38,47331.0,-39.82
2358.4,-39.29,47383.0,-38.19
2358.95,-40.3,47425.0,-39.7
2359.5,-38.78,47477.0,-37.43
2360.05,-39.57,47516.0,-38.61
2360.6,-39.11,47561.0,-37.93
2361.15,-40.02,47603.0,-39.28
2361.7,-39.86,47651.0,-39.04
